122, 140, HOT009, 2019-02-17 19:03:12.031
123, 140, HOT009, 2019-02-17 19:03:12.031
124, 140, HOT003, 2019-02-17 19:03:12.031
125, 140, HOT003, 2019-02-17 19:03:12.031
126, 141, HOT006, 2019-02-17 19:27:12.26
127, 141, HOT006, 2019-02-17 19:27:12.26
128, 142, HOT006, 2019-02-17 19:29:20.203
129, 142, HOT006, 2019-02-17 19:29:20.203
130, 143, HOT006, 2019-02-17 19:32:26.872
131, 143, HOT006, 2019-02-17 19:32:26.872
132, 143, HOT006, 2019-02-17 19:32:26.872
133, 143, HOT004, 2019-02-17 19:32:26.872
134, 143, HOT004, 2019-02-17 19:32:26.872
135, 143, HOT004, 2019-02-17 19:32:26.872
136, 143, HOT002, 2019-02-17 19:32:26.872
137, 143, HOT002, 2019-02-17 19:32:26.872
138, 143, HOT002, 2019-02-17 19:32:26.872
139, 144, HOT007, 2019-02-17 19:32:34.618
140, 144, HOT007, 2019-02-17 19:32:34.618
141, 144, HOT005, 2019-02-17 19:32:34.618
142, 144, HOT005, 2019-02-17 19:32:34.618
143, 144, HOT002, 2019-02-17 19:32:34.618
144, 144, HOT002, 2019-02-17 19:32:34.618
145, 145, HOT007, 2019-02-17 19:32:40.665
146, 145, HOT007, 2019-02-17 19:32:40.665
147, 146, HOT005, 2019-02-17 19:32:44.486
148, 146, HOT005, 2019-02-17 19:32:44.486
149, 147, HOT005, 2019-02-19 10:31:51.132
150, 147, HOT005, 2019-02-19 10:31:51.132
151, 147, HOT005, 2019-02-19 10:31:51.132
152, 147, HOT005, 2019-02-19 10:31:51.132
153, 147, HOT005, 2019-02-19 10:31:51.132
154, 148, HOT008, 2019-03-21 12:50:06.706
155, 148, HOT008, 2019-03-21 12:50:06.706
156, 148, HOT008, 2019-03-21 12:50:06.706
157, 149, HOT005, 2019-03-21 12:50:15.659
158, 149, HOT005, 2019-03-21 12:50:15.659
159, 149, HOT005, 2019-03-21 12:50:15.659
160, 150, HOT002, 2019-03-21 12:50:24.938
